(maxduration 1000)

(initial_agentposition (pos-r 25) (pos-c 13) (direction south))
(pcpc (source-r 18) (source-c 12) (dest-r 25) (dest-c 11) (cost 52))
(pcpc (source-r 25) (source-c 11) (dest-r 18) (dest-c 12) (cost 52))
(pcpc (source-r 18) (source-c 12) (dest-r 9) (dest-c 10) (cost 126))
(pcpc (source-r 9) (source-c 10) (dest-r 18) (dest-c 12) (cost 126))
(pcpc (source-r 18) (source-c 12) (dest-r 19) (dest-c 8) (cost 10))
(pcpc (source-r 19) (source-c 8) (dest-r 18) (dest-c 12) (cost 10))
(pcpc (source-r 18) (source-c 12) (dest-r 27) (dest-c 8) (cost 42))
(pcpc (source-r 27) (source-c 8) (dest-r 18) (dest-c 12) (cost 42))
(pcpc (source-r 18) (source-c 12) (dest-r 3) (dest-c 7) (cost 140))
(pcpc (source-r 3) (source-c 7) (dest-r 18) (dest-c 12) (cost 140))
(pcpc (source-r 18) (source-c 12) (dest-r 9) (dest-c 7) (cost 132))
(pcpc (source-r 9) (source-c 7) (dest-r 18) (dest-c 12) (cost 132))
(pcpc (source-r 18) (source-c 12) (dest-r 13) (dest-c 8) (cost 106))
(pcpc (source-r 13) (source-c 8) (dest-r 18) (dest-c 12) (cost 106))
(pcpc (source-r 18) (source-c 12) (dest-r 14) (dest-c 7) (cost 106))
(pcpc (source-r 14) (source-c 7) (dest-r 18) (dest-c 12) (cost 106))
(pcpc (source-r 18) (source-c 12) (dest-r 18) (dest-c 7) (cost 14))
(pcpc (source-r 18) (source-c 7) (dest-r 18) (dest-c 12) (cost 14))
(pcpc (source-r 18) (source-c 12) (dest-r 22) (dest-c 8) (cost 16))
(pcpc (source-r 22) (source-c 8) (dest-r 18) (dest-c 12) (cost 16))
(pcpc (source-r 18) (source-c 12) (dest-r 21) (dest-c 7) (cost 16))
(pcpc (source-r 21) (source-c 7) (dest-r 18) (dest-c 12) (cost 16))
(pcpc (source-r 18) (source-c 12) (dest-r 4) (dest-c 6) (cost 144))
(pcpc (source-r 4) (source-c 6) (dest-r 18) (dest-c 12) (cost 144))
(pcpc (source-r 18) (source-c 12) (dest-r 8) (dest-c 6) (cost 136))
(pcpc (source-r 8) (source-c 6) (dest-r 18) (dest-c 12) (cost 136))
(pcpc (source-r 18) (source-c 12) (dest-r 26) (dest-c 6) (cost 36))
(pcpc (source-r 26) (source-c 6) (dest-r 18) (dest-c 12) (cost 36))
(pcpc (source-r 18) (source-c 12) (dest-r 3) (dest-c 4) (cost 146))
(pcpc (source-r 3) (source-c 4) (dest-r 18) (dest-c 12) (cost 146))
(pcpc (source-r 18) (source-c 12) (dest-r 4) (dest-c 3) (cost 150))
(pcpc (source-r 4) (source-c 3) (dest-r 18) (dest-c 12) (cost 150))
(pcpc (source-r 18) (source-c 12) (dest-r 9) (dest-c 4) (cost 138))
(pcpc (source-r 9) (source-c 4) (dest-r 18) (dest-c 12) (cost 138))
(pcpc (source-r 18) (source-c 12) (dest-r 8) (dest-c 3) (cost 142))
(pcpc (source-r 8) (source-c 3) (dest-r 18) (dest-c 12) (cost 142))
(pcpc (source-r 18) (source-c 12) (dest-r 14) (dest-c 4) (cost 112))
(pcpc (source-r 14) (source-c 4) (dest-r 18) (dest-c 12) (cost 112))
(pcpc (source-r 18) (source-c 12) (dest-r 13) (dest-c 3) (cost 116))
(pcpc (source-r 13) (source-c 3) (dest-r 18) (dest-c 12) (cost 116))
(pcpc (source-r 18) (source-c 12) (dest-r 18) (dest-c 4) (cost 20))
(pcpc (source-r 18) (source-c 4) (dest-r 18) (dest-c 12) (cost 20))
(pcpc (source-r 18) (source-c 12) (dest-r 19) (dest-c 3) (cost 20))
(pcpc (source-r 19) (source-c 3) (dest-r 18) (dest-c 12) (cost 20))
(pcpc (source-r 18) (source-c 12) (dest-r 28) (dest-c 4) (cost 36))
(pcpc (source-r 28) (source-c 4) (dest-r 18) (dest-c 12) (cost 36))
(pcpc (source-r 18) (source-c 12) (dest-r 27) (dest-c 3) (cost 36))
(pcpc (source-r 27) (source-c 3) (dest-r 18) (dest-c 12) (cost 36))
(pcpc (source-r 18) (source-c 12) (dest-r 24) (dest-c 3) (cost 30))
(pcpc (source-r 24) (source-c 3) (dest-r 18) (dest-c 12) (cost 30))
(pcpc (source-r 18) (source-c 12) (dest-r 23) (dest-c 2) (cost 30))
(pcpc (source-r 23) (source-c 2) (dest-r 18) (dest-c 12) (cost 30))
(pcpc (source-r 18) (source-c 12) (dest-r 25) (dest-c 3) (cost 32))
(pcpc (source-r 25) (source-c 3) (dest-r 18) (dest-c 12) (cost 32))
(pcpc (source-r 18) (source-c 12) (dest-r 26) (dest-c 2) (cost 36))
(pcpc (source-r 26) (source-c 2) (dest-r 18) (dest-c 12) (cost 36))
(pcpc (source-r 25) (source-c 13) (dest-r 18) (dest-c 12) (cost 56))
(pcpc (source-r 18) (source-c 12) (dest-r 25) (dest-c 13) (cost 56))
(pcpc (source-r 26) (source-c 12) (dest-r 26) (dest-c 12) (cost 0))
(pcpc (source-r 26) (source-c 12) (dest-r 29) (dest-c 12) (cost 6))
(pcpc (source-r 29) (source-c 12) (dest-r 26) (dest-c 12) (cost 6))
(pcpc (source-r 26) (source-c 12) (dest-r 6) (dest-c 12) (cost 72))
(pcpc (source-r 6) (source-c 12) (dest-r 26) (dest-c 12) (cost 72))
(pcpc (source-r 26) (source-c 12) (dest-r 5) (dest-c 11) (cost 76))
(pcpc (source-r 5) (source-c 11) (dest-r 26) (dest-c 12) (cost 76))
(pcpc (source-r 26) (source-c 12) (dest-r 8) (dest-c 12) (cost 68))
(pcpc (source-r 8) (source-c 12) (dest-r 26) (dest-c 12) (cost 68))
(pcpc (source-r 26) (source-c 12) (dest-r 9) (dest-c 11) (cost 72))
(pcpc (source-r 9) (source-c 11) (dest-r 26) (dest-c 12) (cost 72))
(pcpc (source-r 26) (source-c 12) (dest-r 17) (dest-c 11) (cost 52))
(pcpc (source-r 17) (source-c 11) (dest-r 26) (dest-c 12) (cost 52))
(pcpc (source-r 26) (source-c 12) (dest-r 25) (dest-c 11) (cost 4))
(pcpc (source-r 25) (source-c 11) (dest-r 26) (dest-c 12) (cost 4))
(pcpc (source-r 26) (source-c 12) (dest-r 9) (dest-c 10) (cost 74))
(pcpc (source-r 9) (source-c 10) (dest-r 26) (dest-c 12) (cost 74))
(pcpc (source-r 26) (source-c 12) (dest-r 19) (dest-c 8) (cost 42))
(pcpc (source-r 19) (source-c 8) (dest-r 26) (dest-c 12) (cost 42))
(pcpc (source-r 26) (source-c 12) (dest-r 27) (dest-c 8) (cost 10))
(pcpc (source-r 27) (source-c 8) (dest-r 26) (dest-c 12) (cost 10))
(pcpc (source-r 26) (source-c 12) (dest-r 3) (dest-c 7) (cost 88))
(pcpc (source-r 3) (source-c 7) (dest-r 26) (dest-c 12) (cost 88))
(pcpc (source-r 26) (source-c 12) (dest-r 9) (dest-c 7) (cost 80))
(pcpc (source-r 9) (source-c 7) (dest-r 26) (dest-c 12) (cost 80))
(pcpc (source-r 26) (source-c 12) (dest-r 13) (dest-c 8) (cost 54))
(pcpc (source-r 13) (source-c 8) (dest-r 26) (dest-c 12) (cost 54))
(pcpc (source-r 26) (source-c 12) (dest-r 14) (dest-c 7) (cost 54))
(pcpc (source-r 14) (source-c 7) (dest-r 26) (dest-c 12) (cost 54))
(pcpc (source-r 26) (source-c 12) (dest-r 18) (dest-c 7) (cost 42))
(pcpc (source-r 18) (source-c 7) (dest-r 26) (dest-c 12) (cost 42))
(pcpc (source-r 26) (source-c 12) (dest-r 22) (dest-c 8) (cost 40))
(pcpc (source-r 22) (source-c 8) (dest-r 26) (dest-c 12) (cost 40))
(pcpc (source-r 26) (source-c 12) (dest-r 21) (dest-c 7) (cost 36))
(pcpc (source-r 21) (source-c 7) (dest-r 26) (dest-c 12) (cost 36))
(pcpc (source-r 26) (source-c 12) (dest-r 4) (dest-c 6) (cost 92))
(pcpc (source-r 4) (source-c 6) (dest-r 26) (dest-c 12) (cost 92))
(pcpc (source-r 26) (source-c 12) (dest-r 8) (dest-c 6) (cost 84))
(pcpc (source-r 8) (source-c 6) (dest-r 26) (dest-c 12) (cost 84))
(pcpc (source-r 26) (source-c 12) (dest-r 26) (dest-c 6) (cost 16))
(pcpc (source-r 26) (source-c 6) (dest-r 26) (dest-c 12) (cost 16))
(pcpc (source-r 26) (source-c 12) (dest-r 3) (dest-c 4) (cost 94))
(pcpc (source-r 3) (source-c 4) (dest-r 26) (dest-c 12) (cost 94))
(pcpc (source-r 26) (source-c 12) (dest-r 4) (dest-c 3) (cost 98))
(pcpc (source-r 4) (source-c 3) (dest-r 26) (dest-c 12) (cost 98))
(pcpc (source-r 26) (source-c 12) (dest-r 9) (dest-c 4) (cost 86))
(pcpc (source-r 9) (source-c 4) (dest-r 26) (dest-c 12) (cost 86))
(pcpc (source-r 26) (source-c 12) (dest-r 8) (dest-c 3) (cost 90))
(pcpc (source-r 8) (source-c 3) (dest-r 26) (dest-c 12) (cost 90))
(pcpc (source-r 26) (source-c 12) (dest-r 14) (dest-c 4) (cost 60))
(pcpc (source-r 14) (source-c 4) (dest-r 26) (dest-c 12) (cost 60))
(pcpc (source-r 26) (source-c 12) (dest-r 13) (dest-c 3) (cost 64))
(pcpc (source-r 13) (source-c 3) (dest-r 26) (dest-c 12) (cost 64))
(pcpc (source-r 26) (source-c 12) (dest-r 18) (dest-c 4) (cost 36))
(pcpc (source-r 18) (source-c 4) (dest-r 26) (dest-c 12) (cost 36))
(pcpc (source-r 26) (source-c 12) (dest-r 19) (dest-c 3) (cost 36))
(pcpc (source-r 19) (source-c 3) (dest-r 26) (dest-c 12) (cost 36))
(pcpc (source-r 26) (source-c 12) (dest-r 28) (dest-c 4) (cost 20))
(pcpc (source-r 28) (source-c 4) (dest-r 26) (dest-c 12) (cost 20))
(pcpc (source-r 26) (source-c 12) (dest-r 27) (dest-c 3) (cost 20))
(pcpc (source-r 27) (source-c 3) (dest-r 26) (dest-c 12) (cost 20))
(pcpc (source-r 26) (source-c 12) (dest-r 24) (dest-c 3) (cost 26))
(pcpc (source-r 24) (source-c 3) (dest-r 26) (dest-c 12) (cost 26))
(pcpc (source-r 26) (source-c 12) (dest-r 23) (dest-c 2) (cost 30))
(pcpc (source-r 23) (source-c 2) (dest-r 26) (dest-c 12) (cost 30))
(pcpc (source-r 26) (source-c 12) (dest-r 25) (dest-c 3) (cost 24))
(pcpc (source-r 25) (source-c 3) (dest-r 26) (dest-c 12) (cost 24))
(pcpc (source-r 26) (source-c 12) (dest-r 26) (dest-c 2) (cost 24))
(pcpc (source-r 26) (source-c 2) (dest-r 26) (dest-c 12) (cost 24))
(pcpc (source-r 29) (source-c 12) (dest-r 29) (dest-c 12) (cost 0))
(pcpc (source-r 29) (source-c 12) (dest-r 6) (dest-c 12) (cost 78))
(pcpc (source-r 6) (source-c 12) (dest-r 29) (dest-c 12) (cost 78))
(pcpc (source-r 29) (source-c 12) (dest-r 5) (dest-c 11) (cost 82))
(pcpc (source-r 5) (source-c 11) (dest-r 29) (dest-c 12) (cost 82))
(pcpc (source-r 29) (source-c 12) (dest-r 8) (dest-c 12) (cost 74))
(pcpc (source-r 8) (source-c 12) (dest-r 29) (dest-c 12) (cost 74))
(pcpc (source-r 29) (source-c 12) (dest-r 9) (dest-c 11) (cost 78))
(pcpc (source-r 9) (source-c 11) (dest-r 29) (dest-c 12) (cost 78))
(pcpc (source-r 29) (source-c 12) (dest-r 17) (dest-c 11) (cost 54))
(pcpc (source-r 17) (source-c 11) (dest-r 29) (dest-c 12) (cost 54))
(pcpc (source-r 29) (source-c 12) (dest-r 25) (dest-c 11) (cost 10))
(pcpc (source-r 25) (source-c 11) (dest-r 29) (dest-c 12) (cost 10))
(pcpc (source-r 29) (source-c 12) (dest-r 9) (dest-c 10) (cost 80))
(pcpc (source-r 9) (source-c 10) (dest-r 29) (dest-c 12) (cost 80))
(pcpc (source-r 29) (source-c 12) (dest-r 19) (dest-c 8) (cost 44))
(pcpc (source-r 19) (source-c 8) (dest-r 29) (dest-c 12) (cost 44))
(pcpc (source-r 29) (source-c 12) (dest-r 27) (dest-c 8) (cost 12))
(pcpc (source-r 27) (source-c 8) (dest-r 29) (dest-c 12) (cost 12))
(pcpc (source-r 29) (source-c 12) (dest-r 3) (dest-c 7) (cost 94))
(pcpc (source-r 3) (source-c 7) (dest-r 29) (dest-c 12) (cost 94))
(pcpc (source-r 29) (source-c 12) (dest-r 9) (dest-c 7) (cost 86))
(pcpc (source-r 9) (source-c 7) (dest-r 29) (dest-c 12) (cost 86))
(pcpc (source-r 29) (source-c 12) (dest-r 13) (dest-c 8) (cost 60))
(pcpc (source-r 13) (source-c 8) (dest-r 29) (dest-c 12) (cost 60))
(pcpc (source-r 29) (source-c 12) (dest-r 14) (dest-c 7) (cost 60))
(pcpc (source-r 14) (source-c 7) (dest-r 29) (dest-c 12) (cost 60))
(pcpc (source-r 29) (source-c 12) (dest-r 18) (dest-c 7) (cost 44))
(pcpc (source-r 18) (source-c 7) (dest-r 29) (dest-c 12) (cost 44))
(pcpc (source-r 29) (source-c 12) (dest-r 22) (dest-c 8) (cost 42))
(pcpc (source-r 22) (source-c 8) (dest-r 29) (dest-c 12) (cost 42))
(pcpc (source-r 29) (source-c 12) (dest-r 21) (dest-c 7) (cost 38))
(pcpc (source-r 21) (source-c 7) (dest-r 29) (dest-c 12) (cost 38))
(pcpc (source-r 29) (source-c 12) (dest-r 4) (dest-c 6) (cost 98))
(pcpc (source-r 4) (source-c 6) (dest-r 29) (dest-c 12) (cost 98))
(pcpc (source-r 29) (source-c 12) (dest-r 8) (dest-c 6) (cost 90))
(pcpc (source-r 8) (source-c 6) (dest-r 29) (dest-c 12) (cost 90))
(pcpc (source-r 29) (source-c 12) (dest-r 26) (dest-c 6) (cost 18))
(pcpc (source-r 26) (source-c 6) (dest-r 29) (dest-c 12) (cost 18))
(pcpc (source-r 29) (source-c 12) (dest-r 3) (dest-c 4) (cost 100))
(pcpc (source-r 3) (source-c 4) (dest-r 29) (dest-c 12) (cost 100))
(pcpc (source-r 29) (source-c 12) (dest-r 4) (dest-c 3) (cost 104))
(pcpc (source-r 4) (source-c 3) (dest-r 29) (dest-c 12) (cost 104))
(pcpc (source-r 29) (source-c 12) (dest-r 9) (dest-c 4) (cost 92))
(pcpc (source-r 9) (source-c 4) (dest-r 29) (dest-c 12) (cost 92))
(pcpc (source-r 29) (source-c 12) (dest-r 8) (dest-c 3) (cost 96))
(pcpc (source-r 8) (source-c 3) (dest-r 29) (dest-c 12) (cost 96))
(pcpc (source-r 29) (source-c 12) (dest-r 14) (dest-c 4) (cost 66))
(pcpc (source-r 14) (source-c 4) (dest-r 29) (dest-c 12) (cost 66))
(pcpc (source-r 29) (source-c 12) (dest-r 13) (dest-c 3) (cost 70))
(pcpc (source-r 13) (source-c 3) (dest-r 29) (dest-c 12) (cost 70))
(pcpc (source-r 29) (source-c 12) (dest-r 18) (dest-c 4) (cost 38))
(pcpc (source-r 18) (source-c 4) (dest-r 29) (dest-c 12) (cost 38))
(pcpc (source-r 29) (source-c 12) (dest-r 19) (dest-c 3) (cost 38))
(pcpc (source-r 19) (source-c 3) (dest-r 29) (dest-c 12) (cost 38))
(pcpc (source-r 29) (source-c 12) (dest-r 28) (dest-c 4) (cost 22))
(pcpc (source-r 28) (source-c 4) (dest-r 29) (dest-c 12) (cost 22))
(pcpc (source-r 29) (source-c 12) (dest-r 27) (dest-c 3) (cost 22))
(pcpc (source-r 27) (source-c 3) (dest-r 29) (dest-c 12) (cost 22))
(pcpc (source-r 29) (source-c 12) (dest-r 24) (dest-c 3) (cost 28))
(pcpc (source-r 24) (source-c 3) (dest-r 29) (dest-c 12) (cost 28))
(pcpc (source-r 29) (source-c 12) (dest-r 23) (dest-c 2) (cost 32))
(pcpc (source-r 23) (source-c 2) (dest-r 29) (dest-c 12) (cost 32))
(pcpc (source-r 29) (source-c 12) (dest-r 25) (dest-c 3) (cost 26))
(pcpc (source-r 25) (source-c 3) (dest-r 29) (dest-c 12) (cost 26))
(pcpc (source-r 29) (source-c 12) (dest-r 26) (dest-c 2) (cost 26))
(pcpc (source-r 26) (source-c 2) (dest-r 29) (dest-c 12) (cost 26))
(pcpc (source-r 25) (source-c 13) (dest-r 29) (dest-c 12) (cost 10))
(pcpc (source-r 29) (source-c 12) (dest-r 25) (dest-c 13) (cost 10))
(pcpc (source-r 6) (source-c 12) (dest-r 6) (dest-c 12) (cost 0))
(pcpc (source-r 6) (source-c 12) (dest-r 5) (dest-c 11) (cost 4))
(pcpc (source-r 5) (source-c 11) (dest-r 6) (dest-c 12) (cost 4))
(pcpc (source-r 6) (source-c 12) (dest-r 8) (dest-c 12) (cost 4))
(pcpc (source-r 8) (source-c 12) (dest-r 6) (dest-c 12) (cost 4))
(pcpc (source-r 6) (source-c 12) (dest-r 9) (dest-c 11) (cost 8))
(pcpc (source-r 9) (source-c 11) (dest-r 6) (dest-c 12) (cost 8))
(pcpc (source-r 6) (source-c 12) (dest-r 17) (dest-c 11) (cost 124))
(pcpc (source-r 17) (source-c 11) (dest-r 6) (dest-c 12) (cost 124))
(pcpc (source-r 6) (source-c 12) (dest-r 25) (dest-c 11) (cost 76))
(pcpc (source-r 25) (source-c 11) (dest-r 6) (dest-c 12) (cost 76))
(pcpc (source-r 6) (source-c 12) (dest-r 9) (dest-c 10) (cost 10))
(pcpc (source-r 9) (source-c 10) (dest-r 6) (dest-c 12) (cost 10))
(pcpc (source-r 6) (source-c 12) (dest-r 19) (dest-c 8) (cost 114))
(pcpc (source-r 19) (source-c 8) (dest-r 6) (dest-c 12) (cost 114))
(pcpc (source-r 6) (source-c 12) (dest-r 27) (dest-c 8) (cost 82))
(pcpc (source-r 27) (source-c 8) (dest-r 6) (dest-c 12) (cost 82))
(pcpc (source-r 6) (source-c 12) (dest-r 3) (dest-c 7) (cost 16))
(pcpc (source-r 3) (source-c 7) (dest-r 6) (dest-c 12) (cost 16))
(pcpc (source-r 6) (source-c 12) (dest-r 9) (dest-c 7) (cost 16))
(pcpc (source-r 9) (source-c 7) (dest-r 6) (dest-c 12) (cost 16))
(pcpc (source-r 6) (source-c 12) (dest-r 13) (dest-c 8) (cost 58))
(pcpc (source-r 13) (source-c 8) (dest-r 6) (dest-c 12) (cost 58))
(pcpc (source-r 6) (source-c 12) (dest-r 14) (dest-c 7) (cost 58))
(pcpc (source-r 14) (source-c 7) (dest-r 6) (dest-c 12) (cost 58))
(pcpc (source-r 6) (source-c 12) (dest-r 18) (dest-c 7) (cost 114))
(pcpc (source-r 18) (source-c 7) (dest-r 6) (dest-c 12) (cost 114))
(pcpc (source-r 6) (source-c 12) (dest-r 22) (dest-c 8) (cost 112))
(pcpc (source-r 22) (source-c 8) (dest-r 6) (dest-c 12) (cost 112))
(pcpc (source-r 6) (source-c 12) (dest-r 21) (dest-c 7) (cost 108))
(pcpc (source-r 21) (source-c 7) (dest-r 6) (dest-c 12) (cost 108))
(pcpc (source-r 6) (source-c 12) (dest-r 4) (dest-c 6) (cost 20))
(pcpc (source-r 4) (source-c 6) (dest-r 6) (dest-c 12) (cost 20))
(pcpc (source-r 6) (source-c 12) (dest-r 8) (dest-c 6) (cost 20))
(pcpc (source-r 8) (source-c 6) (dest-r 6) (dest-c 12) (cost 20))
(pcpc (source-r 6) (source-c 12) (dest-r 26) (dest-c 6) (cost 88))
(pcpc (source-r 26) (source-c 6) (dest-r 6) (dest-c 12) (cost 88))
(pcpc (source-r 6) (source-c 12) (dest-r 3) (dest-c 4) (cost 22))
(pcpc (source-r 3) (source-c 4) (dest-r 6) (dest-c 12) (cost 22))
(pcpc (source-r 6) (source-c 12) (dest-r 4) (dest-c 3) (cost 26))
(pcpc (source-r 4) (source-c 3) (dest-r 6) (dest-c 12) (cost 26))
(pcpc (source-r 6) (source-c 12) (dest-r 9) (dest-c 4) (cost 22))
(pcpc (source-r 9) (source-c 4) (dest-r 6) (dest-c 12) (cost 22))
(pcpc (source-r 6) (source-c 12) (dest-r 8) (dest-c 3) (cost 26))
(pcpc (source-r 8) (source-c 3) (dest-r 6) (dest-c 12) (cost 26))
(pcpc (source-r 6) (source-c 12) (dest-r 14) (dest-c 4) (cost 64))
(pcpc (source-r 14) (source-c 4) (dest-r 6) (dest-c 12) (cost 64))
(pcpc (source-r 6) (source-c 12) (dest-r 13) (dest-c 3) (cost 68))
(pcpc (source-r 13) (source-c 3) (dest-r 6) (dest-c 12) (cost 68))
(pcpc (source-r 6) (source-c 12) (dest-r 18) (dest-c 4) (cost 108))
(pcpc (source-r 18) (source-c 4) (dest-r 6) (dest-c 12) (cost 108))
(pcpc (source-r 6) (source-c 12) (dest-r 19) (dest-c 3) (cost 108))
(pcpc (source-r 19) (source-c 3) (dest-r 6) (dest-c 12) (cost 108))
(pcpc (source-r 6) (source-c 12) (dest-r 28) (dest-c 4) (cost 92))
(pcpc (source-r 28) (source-c 4) (dest-r 6) (dest-c 12) (cost 92))
(pcpc (source-r 6) (source-c 12) (dest-r 27) (dest-c 3) (cost 92))
(pcpc (source-r 27) (source-c 3) (dest-r 6) (dest-c 12) (cost 92))
(pcpc (source-r 6) (source-c 12) (dest-r 24) (dest-c 3) (cost 98))
(pcpc (source-r 24) (source-c 3) (dest-r 6) (dest-c 12) (cost 98))
(pcpc (source-r 6) (source-c 12) (dest-r 23) (dest-c 2) (cost 102))
(pcpc (source-r 23) (source-c 2) (dest-r 6) (dest-c 12) (cost 102))
(pcpc (source-r 6) (source-c 12) (dest-r 25) (dest-c 3) (cost 96))
(pcpc (source-r 25) (source-c 3) (dest-r 6) (dest-c 12) (cost 96))
(pcpc (source-r 6) (source-c 12) (dest-r 26) (dest-c 2) (cost 96))
(pcpc (source-r 26) (source-c 2) (dest-r 6) (dest-c 12) (cost 96))
(pcpc (source-r 5) (source-c 11) (dest-r 5) (dest-c 11) (cost 0))
(pcpc (source-r 5) (source-c 11) (dest-r 8) (dest-c 12) (cost 8))
(pcpc (source-r 8) (source-c 12) (dest-r 5) (dest-c 11) (cost 8))
(pcpc (source-r 5) (source-c 11) (dest-r 9) (dest-c 11) (cost 12))
(pcpc (source-r 9) (source-c 11) (dest-r 5) (dest-c 11) (cost 12))
(pcpc (source-r 5) (source-c 11) (dest-r 17) (dest-c 11) (cost 128))
(pcpc (source-r 17) (source-c 11) (dest-r 5) (dest-c 11) (cost 128))
(pcpc (source-r 5) (source-c 11) (dest-r 25) (dest-c 11) (cost 80))
(pcpc (source-r 25) (source-c 11) (dest-r 5) (dest-c 11) (cost 80))
(pcpc (source-r 5) (source-c 11) (dest-r 9) (dest-c 10) (cost 14))
(pcpc (source-r 9) (source-c 10) (dest-r 5) (dest-c 11) (cost 14))
(pcpc (source-r 5) (source-c 11) (dest-r 19) (dest-c 8) (cost 118))
(pcpc (source-r 19) (source-c 8) (dest-r 5) (dest-c 11) (cost 118))
(pcpc (source-r 5) (source-c 11) (dest-r 27) (dest-c 8) (cost 86))
(pcpc (source-r 27) (source-c 8) (dest-r 5) (dest-c 11) (cost 86))
(pcpc (source-r 5) (source-c 11) (dest-r 3) (dest-c 7) (cost 12))
(pcpc (source-r 3) (source-c 7) (dest-r 5) (dest-c 11) (cost 12))
(pcpc (source-r 5) (source-c 11) (dest-r 9) (dest-c 7) (cost 20))
(pcpc (source-r 9) (source-c 7) (dest-r 5) (dest-c 11) (cost 20))
(pcpc (source-r 5) (source-c 11) (dest-r 13) (dest-c 8) (cost 62))
(pcpc (source-r 13) (source-c 8) (dest-r 5) (dest-c 11) (cost 62))
(pcpc (source-r 5) (source-c 11) (dest-r 14) (dest-c 7) (cost 62))
(pcpc (source-r 14) (source-c 7) (dest-r 5) (dest-c 11) (cost 62))
(pcpc (source-r 5) (source-c 11) (dest-r 18) (dest-c 7) (cost 118))
(pcpc (source-r 18) (source-c 7) (dest-r 5) (dest-c 11) (cost 118))
(pcpc (source-r 5) (source-c 11) (dest-r 22) (dest-c 8) (cost 116))
(pcpc (source-r 22) (source-c 8) (dest-r 5) (dest-c 11) (cost 116))
(pcpc (source-r 5) (source-c 11) (dest-r 21) (dest-c 7) (cost 112))
(pcpc (source-r 21) (source-c 7) (dest-r 5) (dest-c 11) (cost 112))
(pcpc (source-r 5) (source-c 11) (dest-r 4) (dest-c 6) (cost 16))
(pcpc (source-r 4) (source-c 6) (dest-r 5) (dest-c 11) (cost 16))
(pcpc (source-r 5) (source-c 11) (dest-r 8) (dest-c 6) (cost 24))
(pcpc (source-r 8) (source-c 6) (dest-r 5) (dest-c 11) (cost 24))
(pcpc (source-r 5) (source-c 11) (dest-r 26) (dest-c 6) (cost 92))
(pcpc (source-r 26) (source-c 6) (dest-r 5) (dest-c 11) (cost 92))
(pcpc (source-r 5) (source-c 11) (dest-r 3) (dest-c 4) (cost 18))
(pcpc (source-r 3) (source-c 4) (dest-r 5) (dest-c 11) (cost 18))
(pcpc (source-r 5) (source-c 11) (dest-r 4) (dest-c 3) (cost 22))
(pcpc (source-r 4) (source-c 3) (dest-r 5) (dest-c 11) (cost 22))
(pcpc (source-r 5) (source-c 11) (dest-r 9) (dest-c 4) (cost 26))
(pcpc (source-r 9) (source-c 4) (dest-r 5) (dest-c 11) (cost 26))
(pcpc (source-r 5) (source-c 11) (dest-r 8) (dest-c 3) (cost 30))
(pcpc (source-r 8) (source-c 3) (dest-r 5) (dest-c 11) (cost 30))
(pcpc (source-r 5) (source-c 11) (dest-r 14) (dest-c 4) (cost 68))
(pcpc (source-r 14) (source-c 4) (dest-r 5) (dest-c 11) (cost 68))
(pcpc (source-r 5) (source-c 11) (dest-r 13) (dest-c 3) (cost 72))
(pcpc (source-r 13) (source-c 3) (dest-r 5) (dest-c 11) (cost 72))
(pcpc (source-r 5) (source-c 11) (dest-r 18) (dest-c 4) (cost 112))
(pcpc (source-r 18) (source-c 4) (dest-r 5) (dest-c 11) (cost 112))
(pcpc (source-r 5) (source-c 11) (dest-r 19) (dest-c 3) (cost 112))
(pcpc (source-r 19) (source-c 3) (dest-r 5) (dest-c 11) (cost 112))
(pcpc (source-r 5) (source-c 11) (dest-r 28) (dest-c 4) (cost 96))
(pcpc (source-r 28) (source-c 4) (dest-r 5) (dest-c 11) (cost 96))
(pcpc (source-r 5) (source-c 11) (dest-r 27) (dest-c 3) (cost 96))
(pcpc (source-r 27) (source-c 3) (dest-r 5) (dest-c 11) (cost 96))
(pcpc (source-r 5) (source-c 11) (dest-r 24) (dest-c 3) (cost 102))
(pcpc (source-r 24) (source-c 3) (dest-r 5) (dest-c 11) (cost 102))
(pcpc (source-r 5) (source-c 11) (dest-r 23) (dest-c 2) (cost 106))
(pcpc (source-r 23) (source-c 2) (dest-r 5) (dest-c 11) (cost 106))
(pcpc (source-r 5) (source-c 11) (dest-r 25) (dest-c 3) (cost 100))
(pcpc (source-r 25) (source-c 3) (dest-r 5) (dest-c 11) (cost 100))
(pcpc (source-r 5) (source-c 11) (dest-r 26) (dest-c 2) (cost 100))
(pcpc (source-r 26) (source-c 2) (dest-r 5) (dest-c 11) (cost 100))
(pcpc (source-r 8) (source-c 12) (dest-r 8) (dest-c 12) (cost 0))
(pcpc (source-r 8) (source-c 12) (dest-r 9) (dest-c 11) (cost 4))
(pcpc (source-r 9) (source-c 11) (dest-r 8) (dest-c 12) (cost 4))
(pcpc (source-r 8) (source-c 12) (dest-r 17) (dest-c 11) (cost 120))
(pcpc (source-r 17) (source-c 11) (dest-r 8) (dest-c 12) (cost 120))
(pcpc (source-r 8) (source-c 12) (dest-r 25) (dest-c 11) (cost 72))
(pcpc (source-r 25) (source-c 11) (dest-r 8) (dest-c 12) (cost 72))
(pcpc (source-r 8) (source-c 12) (dest-r 9) (dest-c 10) (cost 6))
